student_id,exam_type,test_name,test_number,subject,attendance_percentage,combination,academic_year,english_theory,language_subject,language_theory,physics_theory,physics_practical,chemistry_theory,chemistry_practical,maths_theory,biology_theory,biology_practical,computer_science_theory,computer_science_practical,behavior_score
260053,Final Exam,Annual,1.0,All,77,PCMC,2025,81.0,Hindi,65.0,67.0,28.0,48.0,23.0,76.0,,,51.0,29.0,6
260054,Unit Test,Chapter 1 Test,1.0,English,81,PCMB,2025,51.0,,,,,,,,,,,,7
260054,Unit Test,Chapter 1 Test,1.0,Language,95,PCMB,2025,,Sanskrit,44.0,,,,,,,,,,7
260054,Unit Test,Chapter 1 Test,1.0,Physics,93,PCMB,2025,,,,45.0,16.0,,,,,,,,7
260054,Unit Test,Chapter 1 Test,1.0,Chemistry,91,PCMB,2025,,,,,,37.0,22.0,,,,,,8
260054,Unit Test,Chapter 1 Test,1.0,Maths,81,PCMB,2025,,,,,,,,57.0,,,,,7
260054,Unit Test,Chapter 1 Test,1.0,Biology,86,PCMB,2025,,,,,,,,,32.0,28.0,,,10
260054,Mid Term,Term,1.0,All,85,PCMB,2025,84.0,Hindi,100.0,24.0,28.0,51.0,26.0,49.0,38.0,18.0,,,10
260054,JUT,Term,1.0,All,76,PCMB,2025,98.0,Hindi,53.0,56.0,29.0,45.0,29.0,50.0,58.0,24.0,,,8
260054,JFT,Term,1.0,All,88,PCMB,2025,89.0,Sanskrit,65.0,36.0,27.0,35.0,21.0,83.0,48.0,19.0,,,5
260054,Final Exam,Annual,1.0,All,86,PCMB,2025,46.0,Sanskrit,37.0,55.0,28.0,27.0,27.0,55.0,67.0,22.0,,,7
260055,Unit Test,Chapter 1 Test,1.0,English,97,PCMB,2025,77.0,,,,,,,,,,,,10
260055,Unit Test,Chapter 1 Test,1.0,Language,87,PCMB,2025,,Kannada,85.0,,,,,,,,,,8
260055,Unit Test,Chapter 1 Test,1.0,Physics,91,PCMB,2025,,,,47.0,25.0,,,,,,,,8
260055,Unit Test,Chapter 1 Test,1.0,Chemistry,94,PCMB,2025,,,,,,60.0,26.0,,,,,,7
260055,Unit Test,Chapter 1 Test,1.0,Maths,100,PCMB,2025,,,,,,,,79.0,,,,,6
260055,Unit Test,Chapter 1 Test,1.0,Biology,88,PCMB,2025,,,,,,,,,51.0,26.0,,,6
260055,Mid Term,Term,1.0,All,96,PCMB,2025,70.0,Kannada,67.0,24.0,18.0,40.0,25.0,64.0,63.0,22.0,,,10
260055,JUT,Term,1.0,All,83,PCMB,2025,51.0,Kannada,54.0,28.0,25.0,40.0,26.0,83.0,66.0,28.0,,,8
260055,JFT,Term,1.0,All,73,PCMB,2025,50.0,Hindi,77.0,39.0,16.0,47.0,25.0,52.0,48.0,22.0,,,9
260055,Final Exam,Annual,1.0,All,83,PCMB,2025,66.0,Hindi,73.0,40.0,18.0,52.0,25.0,92.0,61.0,25.0,,,7
260056,Unit Test,Chapter 1 Test,1.0,English,77,PCMC,2025,62.0,,,,,,,,,,,,10
260056,Unit Test,Chapter 1 Test,1.0,Language,88,PCMC,2025,,Hindi,66.0,,,,,,,,,,7
260056,Unit Test,Chapter 1 Test,1.0,Physics,75,PCMC,2025,,,,46.0,19.0,,,,,,,,6
260056,Unit Test,Chapter 1 Test,1.0,Chemistry,100,PCMC,2025,,,,,,55.0,18.0,,,,,,10
260056,Unit Test,Chapter 1 Test,1.0,Maths,84,PCMC,2025,,,,,,,,66.0,,,,,8
260056,Unit Test,Chapter 1 Test,1.0,Computer Science,89,PCMC,2025,,,,,,,,,,,56.0,25.0,8
260056,Mid Term,Term,1.0,All,84,PCMC,2025,63.0,Sanskrit,88.0,43.0,23.0,54.0,16.0,72.0,,,60.0,18.0,6
260056,JUT,Term,1.0,All,74,PCMC,2025,39.0,Sanskrit,77.0,65.0,20.0,32.0,17.0,43.0,,,68.0,15.0,5
260056,JFT,Term,1.0,All,81,PCMC,2025,80.0,Sanskrit,67.0,26.0,30.0,30.0,18.0,81.0,,,27.0,22.0,8
260056,Final Exam,Annual,1.0,All,87,PCMC,2025,82.0,Sanskrit,52.0,32.0,30.0,66.0,17.0,44.0,,,29.0,29.0,7
260057,Unit Test,Chapter 1 Test,1.0,English,91,PCMC,2025,83.0,,,,,,,,,,,,10
260057,Unit Test,Chapter 1 Test,1.0,Language,91,PCMC,2025,,Hindi,48.0,,,,,,,,,,9
260057,Unit Test,Chapter 1 Test,1.0,Physics,98,PCMC,2025,,,,59.0,27.0,,,,,,,,9
260057,Unit Test,Chapter 1 Test,1.0,Chemistry,99,PCMC,2025,,,,,,58.0,20.0,,,,,,7
260057,Unit Test,Chapter 1 Test,1.0,Maths,85,PCMC,2025,,,,,,,,92.0,,,,,9
260057,Unit Test,Chapter 1 Test,1.0,Computer Science,96,PCMC,2025,,,,,,,,,,,26.0,26.0,7
260057,Mid Term,Term,1.0,All,75,PCMC,2025,44.0,Hindi,38.0,45.0,25.0,51.0,27.0,92.0,,,55.0,28.0,6
260057,JUT,Term,1.0,All,96,PCMC,2025,54.0,Sanskrit,81.0,24.0,16.0,66.0,19.0,58.0,,,40.0,20.0,9
260057,JFT,Term,1.0,All,75,PCMC,2025,64.0,Sanskrit,99.0,44.0,15.0,24.0,23.0,44.0,,,60.0,15.0,8
260057,Final Exam,Annual,1.0,All,89,PCMC,2025,36.0,Kannada,73.0,61.0,29.0,44.0,30.0,62.0,,,60.0,29.0,5
260058,Unit Test,Chapter 1 Test,1.0,English,97,PCMB,2025,54.0,,,,,,,,,,,,6
260058,Unit Test,Chapter 1 Test,1.0,Language,86,PCMB,2025,,Hindi,76.0,,,,,,,,,,8
260058,Unit Test,Chapter 1 Test,1.0,Physics,75,PCMB,2025,,,,69.0,23.0,,,,,,,,9
260058,Unit Test,Chapter 1 Test,1.0,Chemistry,91,PCMB,2025,,,,,,43.0,15.0,,,,,,9
260058,Unit Test,Chapter 1 Test,1.0,Maths,80,PCMB,2025,,,,,,,,98.0,,,,,10
260058,Unit Test,Chapter 1 Test,1.0,Biology,93,PCMB,2025,,,,,,,,,25.0,18.0,,,8
260058,Mid Term,Term,1.0,All,96,PCMB,2025,75.0,Hindi,83.0,30.0,24.0,60.0,19.0,57.0,57.0,28.0,,,6
260058,JUT,Term,1.0,All,74,PCMB,2025,86.0,Hindi,59.0,26.0,19.0,60.0,22.0,54.0,40.0,20.0,,,10
260058,JFT,Term,1.0,All,97,PCMB,2025,95.0,Kannada,54.0,65.0,25.0,64.0,19.0,86.0,34.0,20.0,,,5
260058,Final Exam,Annual,1.0,All,72,PCMB,2025,69.0,Hindi,81.0,69.0,29.0,49.0,30.0,46.0,64.0,27.0,,,5
260059,Unit Test,Chapter 1 Test,1.0,English,84,PCMC,2025,51.0,,,,,,,,,,,,8
260059,Unit Test,Chapter 1 Test,1.0,Language,81,PCMC,2025,,Kannada,98.0,,,,,,,,,,9
260059,Unit Test,Chapter 1 Test,1.0,Physics,95,PCMC,2025,,,,42.0,25.0,,,,,,,,8
260059,Unit Test,Chapter 1 Test,1.0,Chemistry,100,PCMC,2025,,,,,,69.0,25.0,,,,,,7
260059,Unit Test,Chapter 1 Test,1.0,Maths,83,PCMC,2025,,,,,,,,88.0,,,,,6
260059,Unit Test,Chapter 1 Test,1.0,Computer Science,82,PCMC,2025,,,,,,,,,,,24.0,20.0,8
260059,Mid Term,Term,1.0,All,93,PCMC,2025,96.0,Kannada,58.0,44.0,23.0,40.0,18.0,46.0,,,35.0,20.0,6
260059,JUT,Term,1.0,All,96,PCMC,2025,66.0,Kannada,37.0,28.0,16.0,47.0,23.0,39.0,,,61.0,22.0,10
260059,JFT,Term,1.0,All,70,PCMC,2025,91.0,Hindi,36.0,31.0,29.0,38.0,30.0,63.0,,,44.0,28.0,7
260059,Final Exam,Annual,1.0,All,99,PCMC,2025,62.0,Sanskrit,82.0,46.0,16.0,35.0,26.0,95.0,,,66.0,22.0,8
260060,Unit Test,Chapter 1 Test,1.0,English,89,PCMB,2025,45.0,,,,,,,,,,,,7
260060,Unit Test,Chapter 1 Test,1.0,Language,82,PCMB,2025,,Kannada,90.0,,,,,,,,,,8
260060,Unit Test,Chapter 1 Test,1.0,Physics,79,PCMB,2025,,,,63.0,18.0,,,,,,,,10
260060,Unit Test,Chapter 1 Test,1.0,Chemistry,97,PCMB,2025,,,,,,48.0,17.0,,,,,,9
260060,Unit Test,Chapter 1 Test,1.0,Maths,98,PCMB,2025,,,,,,,,84.0,,,,,9
260060,Unit Test,Chapter 1 Test,1.0,Biology,94,PCMB,2025,,,,,,,,,64.0,28.0,,,10
260060,Mid Term,Term,1.0,All,78,PCMB,2025,62.0,Sanskrit,84.0,34.0,19.0,33.0,29.0,41.0,52.0,29.0,,,5
260060,JUT,Term,1.0,All,87,PCMB,2025,76.0,Sanskrit,52.0,63.0,19.0,65.0,27.0,47.0,56.0,19.0,,,6
260060,JFT,Term,1.0,All,88,PCMB,2025,41.0,Hindi,71.0,61.0,30.0,58.0,27.0,85.0,47.0,20.0,,,8
260060,Final Exam,Annual,1.0,All,80,PCMB,2025,44.0,Hindi,99.0,69.0,27.0,41.0,20.0,74.0,60.0,28.0,,,7
260061,Unit Test,Chapter 1 Test,1.0,English,88,PCMB,2025,56.0,,,,,,,,,,,,10
260061,Unit Test,Chapter 1 Test,1.0,Language,96,PCMB,2025,,Hindi,93.0,,,,,,,,,,7
260061,Unit Test,Chapter 1 Test,1.0,Physics,86,PCMB,2025,,,,26.0,25.0,,,,,,,,9
260061,Unit Test,Chapter 1 Test,1.0,Chemistry,95,PCMB,2025,,,,,,64.0,23.0,,,,,,8
260061,Unit Test,Chapter 1 Test,1.0,Maths,81,PCMB,2025,,,,,,,,46.0,,,,,7
260061,Unit Test,Chapter 1 Test,1.0,Biology,89,PCMB,2025,,,,,,,,,26.0,25.0,,,6
260061,Mid Term,Term,1.0,All,98,PCMB,2025,83.0,Kannada,43.0,28.0,25.0,62.0,26.0,63.0,59.0,16.0,,,6
260061,JUT,Term,1.0,All,71,PCMB,2025,91.0,Hindi,78.0,69.0,22.0,67.0,17.0,56.0,58.0,27.0,,,7
260061,JFT,Term,1.0,All,91,PCMB,2025,100.0,Hindi,85.0,31.0,16.0,68.0,30.0,90.0,28.0,25.0,,,8
260061,Final Exam,Annual,1.0,All,99,PCMB,2025,40.0,Kannada,70.0,27.0,21.0,39.0,19.0,62.0,51.0,28.0,,,8
260062,Unit Test,Chapter 1 Test,1.0,English,93,PCMB,2025,37.0,,,,,,,,,,,,7
260062,Unit Test,Chapter 1 Test,1.0,Language,92,PCMB,2025,,Hindi,43.0,,,,,,,,,,10
260062,Unit Test,Chapter 1 Test,1.0,Physics,95,PCMB,2025,,,,27.0,29.0,,,,,,,,6
260062,Unit Test,Chapter 1 Test,1.0,Chemistry,89,PCMB,2025,,,,,,35.0,30.0,,,,,,9
260062,Unit Test,Chapter 1 Test,1.0,Maths,82,PCMB,2025,,,,,,,,35.0,,,,,9
260062,Unit Test,Chapter 1 Test,1.0,Biology,91,PCMB,2025,,,,,,,,,37.0,27.0,,,9
260062,Mid Term,Term,1.0,All,80,PCMB,2025,78.0,Kannada,37.0,65.0,17.0,33.0,27.0,85.0,46.0,17.0,,,9
260062,JUT,Term,1.0,All,81,PCMB,2025,80.0,Hindi,87.0,38.0,17.0,29.0,28.0,80.0,29.0,19.0,,,10
260062,JFT,Term,1.0,All,74,PCMB,2025,44.0,Hindi,89.0,44.0,19.0,67.0,26.0,70.0,67.0,27.0,,,5
260062,Final Exam,Annual,1.0,All,94,PCMB,2025,53.0,Kannada,39.0,29.0,18.0,24.0,15.0,92.0,29.0,16.0,,,7
260063,Unit Test,Chapter 1 Test,1.0,English,91,PCMB,2025,83.0,,,,,,,,,,,,10
260063,Unit Test,Chapter 1 Test,1.0,Language,88,PCMB,2025,,Kannada,91.0,,,,,,,,,,9
260063,Unit Test,Chapter 1 Test,1.0,Physics,92,PCMB,2025,,,,31.0,16.0,,,,,,,,8
260063,Unit Test,Chapter 1 Test,1.0,Chemistry,93,PCMB,2025,,,,,,28.0,25.0,,,,,,8
260063,Unit Test,Chapter 1 Test,1.0,Maths,93,PCMB,2025,,,,,,,,63.0,,,,,9
260063,Unit Test,Chapter 1 Test,1.0,Biology,97,PCMB,2025,,,,,,,,,49.0,23.0,,,9
260063,Mid Term,Term,1.0,All,73,PCMB,2025,65.0,Kannada,54.0,46.0,22.0,50.0,15.0,61.0,39.0,24.0,,,6
260063,JUT,Term,1.0,All,70,PCMB,2025,92.0,Kannada,44.0,45.0,29.0,68.0,21.0,71.0,40.0,27.0,,,8
260063,JFT,Term,1.0,All,99,PCMB,2025,55.0,Hindi,76.0,36.0,22.0,54.0,21.0,97.0,67.0,20.0,,,6
260063,Final Exam,Annual,1.0,All,79,PCMB,2025,45.0,Kannada,37.0,67.0,28.0,49.0,25.0,67.0,39.0,26.0,,,5
260064,Unit Test,Chapter 1 Test,1.0,English,77,PCMB,2025,82.0,,,,,,,,,,,,7
260064,Unit Test,Chapter 1 Test,1.0,Language,80,PCMB,2025,,Sanskrit,66.0,,,,,,,,,,9
260064,Unit Test,Chapter 1 Test,1.0,Physics,78,PCMB,2025,,,,64.0,19.0,,,,,,,,8
260064,Unit Test,Chapter 1 Test,1.0,Chemistry,77,PCMB,2025,,,,,,68.0,23.0,,,,,,8
260064,Unit Test,Chapter 1 Test,1.0,Maths,82,PCMB,2025,,,,,,,,59.0,,,,,8
260064,Unit Test,Chapter 1 Test,1.0,Biology,96,PCMB,2025,,,,,,,,,49.0,18.0,,,6
260064,Mid Term,Term,1.0,All,77,PCMB,2025,64.0,Kannada,91.0,47.0,30.0,46.0,28.0,99.0,37.0,20.0,,,10
260064,JUT,Term,1.0,All,80,PCMB,2025,90.0,Sanskrit,98.0,64.0,18.0,46.0,20.0,99.0,59.0,25.0,,,9
260064,JFT,Term,1.0,All,75,PCMB,2025,73.0,Kannada,44.0,38.0,30.0,56.0,23.0,94.0,24.0,22.0,,,8
260064,Final Exam,Annual,1.0,All,92,PCMB,2025,97.0,Kannada,85.0,24.0,27.0,40.0,23.0,81.0,31.0,23.0,,,7
260065,Unit Test,Chapter 1 Test,1.0,English,90,PCMC,2025,64.0,,,,,,,,,,,,10
260065,Unit Test,Chapter 1 Test,1.0,Language,81,PCMC,2025,,Hindi,57.0,,,,,,,,,,10
260065,Unit Test,Chapter 1 Test,1.0,Physics,89,PCMC,2025,,,,31.0,20.0,,,,,,,,6
260065,Unit Test,Chapter 1 Test,1.0,Chemistry,99,PCMC,2025,,,,,,61.0,18.0,,,,,,9
260065,Unit Test,Chapter 1 Test,1.0,Maths,84,PCMC,2025,,,,,,,,37.0,,,,,6
260065,Unit Test,Chapter 1 Test,1.0,Computer Science,80,PCMC,2025,,,,,,,,,,,68.0,23.0,7
260065,Mid Term,Term,1.0,All,76,PCMC,2025,99.0,Hindi,65.0,33.0,23.0,69.0,23.0,67.0,,,51.0,27.0,7
260065,JUT,Term,1.0,All,83,PCMC,2025,51.0,Sanskrit,98.0,51.0,30.0,64.0,16.0,45.0,,,48.0,25.0,6
260065,JFT,Term,1.0,All,91,PCMC,2025,55.0,Sanskrit,59.0,40.0,19.0,28.0,23.0,86.0,,,38.0,24.0,10
260065,Final Exam,Annual,1.0,All,96,PCMC,2025,42.0,Sanskrit,69.0,25.0,27.0,62.0,23.0,76.0,,,43.0,25.0,5
260066,Unit Test,Chapter 1 Test,1.0,English,85,PCMB,2025,35.0,,,,,,,,,,,,8
260066,Unit Test,Chapter 1 Test,1.0,Language,92,PCMB,2025,,Kannada,91.0,,,,,,,,,,9
260066,Unit Test,Chapter 1 Test,1.0,Physics,81,PCMB,2025,,,,31.0,27.0,,,,,,,,8
260066,Unit Test,Chapter 1 Test,1.0,Chemistry,88,PCMB,2025,,,,,,24.0,17.0,,,,,,8
260066,Unit Test,Chapter 1 Test,1.0,Maths,95,PCMB,2025,,,,,,,,68.0,,,,,6
260066,Unit Test,Chapter 1 Test,1.0,Biology,97,PCMB,2025,,,,,,,,,64.0,30.0,,,10
260066,Mid Term,Term,1.0,All,75,PCMB,2025,44.0,Sanskrit,71.0,61.0,21.0,27.0,17.0,44.0,29.0,25.0,,,5
260066,JUT,Term,1.0,All,79,PCMB,2025,80.0,Sanskrit,93.0,68.0,27.0,29.0,30.0,37.0,59.0,29.0,,,7
260066,JFT,Term,1.0,All,82,PCMB,2025,37.0,Sanskrit,59.0,64.0,29.0,43.0,18.0,58.0,32.0,21.0,,,7
260066,Final Exam,Annual,1.0,All,92,PCMB,2025,63.0,Kannada,91.0,69.0,29.0,46.0,21.0,97.0,59.0,17.0,,,5
260067,Unit Test,Chapter 1 Test,1.0,English,88,PCMC,2025,51.0,,,,,,,,,,,,10
260067,Unit Test,Chapter 1 Test,1.0,Language,97,PCMC,2025,,Hindi,58.0,,,,,,,,,,10
260067,Unit Test,Chapter 1 Test,1.0,Physics,78,PCMC,2025,,,,70.0,24.0,,,,,,,,7
260067,Unit Test,Chapter 1 Test,1.0,Chemistry,81,PCMC,2025,,,,,,49.0,16.0,,,,,,8
260067,Unit Test,Chapter 1 Test,1.0,Maths,89,PCMC,2025,,,,,,,,53.0,,,,,6
260067,Unit Test,Chapter 1 Test,1.0,Computer Science,83,PCMC,2025,,,,,,,,,,,45.0,19.0,7
260067,Mid Term,Term,1.0,All,100,PCMC,2025,35.0,Sanskrit,100.0,44.0,24.0,59.0,25.0,39.0,,,65.0,17.0,9
260067,JUT,Term,1.0,All,76,PCMC,2025,83.0,Hindi,47.0,31.0,29.0,64.0,29.0,84.0,,,45.0,16.0,7
260067,JFT,Term,1.0,All,99,PCMC,2025,47.0,Hindi,80.0,37.0,30.0,38.0,18.0,72.0,,,26.0,30.0,10
260067,Final Exam,Annual,1.0,All,76,PCMC,2025,61.0,Hindi,58.0,26.0,23.0,43.0,18.0,66.0,,,36.0,20.0,8
260068,Unit Test,Chapter 1 Test,1.0,English,86,PCMB,2025,52.0,,,,,,,,,,,,9
260068,Unit Test,Chapter 1 Test,1.0,Language,75,PCMB,2025,,Hindi,69.0,,,,,,,,,,7
260068,Unit Test,Chapter 1 Test,1.0,Physics,86,PCMB,2025,,,,28.0,19.0,,,,,,,,7
260068,Unit Test,Chapter 1 Test,1.0,Chemistry,84,PCMB,2025,,,,,,45.0,23.0,,,,,,10
260068,Unit Test,Chapter 1 Test,1.0,Maths,90,PCMB,2025,,,,,,,,69.0,,,,,7
260068,Unit Test,Chapter 1 Test,1.0,Biology,93,PCMB,2025,,,,,,,,,37.0,27.0,,,8
260068,Mid Term,Term,1.0,All,86,PCMB,2025,41.0,Kannada,97.0,65.0,29.0,56.0,30.0,82.0,58.0,21.0,,,5
260068,JUT,Term,1.0,All,84,PCMB,2025,89.0,Kannada,67.0,40.0,23.0,45.0,25.0,91.0,25.0,27.0,,,9
260068,JFT,Term,1.0,All,93,PCMB,2025,85.0,Hindi,45.0,70.0,24.0,50.0,24.0,91.0,40.0,15.0,,,10
260068,Final Exam,Annual,1.0,All,89,PCMB,2025,44.0,Kannada,71.0,60.0,27.0,46.0,26.0,74.0,33.0,26.0,,,7
260069,Unit Test,Chapter 1 Test,1.0,English,93,PCMC,2025,43.0,,,,,,,,,,,,8
260069,Unit Test,Chapter 1 Test,1.0,Language,99,PCMC,2025,,Hindi,39.0,,,,,,,,,,6
260069,Unit Test,Chapter 1 Test,1.0,Physics,97,PCMC,2025,,,,36.0,19.0,,,,,,,,7
260069,Unit Test,Chapter 1 Test,1.0,Chemistry,85,PCMC,2025,,,,,,38.0,16.0,,,,,,7
260069,Unit Test,Chapter 1 Test,1.0,Maths,94,PCMC,2025,,,,,,,,50.0,,,,,10
260069,Unit Test,Chapter 1 Test,1.0,Computer Science,91,PCMC,2025,,,,,,,,,,,70.0,24.0,8
260069,Mid Term,Term,1.0,All,85,PCMC,2025,61.0,Kannada,78.0,30.0,26.0,53.0,15.0,85.0,,,37.0,23.0,10
260069,JUT,Term,1.0,All,87,PCMC,2025,61.0,Hindi,77.0,47.0,27.0,28.0,23.0,87.0,,,55.0,23.0,10
260069,JFT,Term,1.0,All,93,PCMC,2025,97.0,Kannada,39.0,62.0,24.0,39.0,26.0,54.0,,,28.0,17.0,6
260069,Final Exam,Annual,1.0,All,94,PCMC,2025,68.0,Sanskrit,72.0,38.0,26.0,66.0,15.0,92.0,,,32.0,15.0,6
260070,Unit Test,Chapter 1 Test,1.0,English,80,PCMB,2025,79.0,,,,,,,,,,,,6
260070,Unit Test,Chapter 1 Test,1.0,Language,83,PCMB,2025,,Hindi,84.0,,,,,,,,,,6
260070,Unit Test,Chapter 1 Test,1.0,Physics,92,PCMB,2025,,,,39.0,29.0,,,,,,,,6
260070,Unit Test,Chapter 1 Test,1.0,Chemistry,100,PCMB,2025,,,,,,47.0,25.0,,,,,,7
260070,Unit Test,Chapter 1 Test,1.0,Maths,75,PCMB,2025,,,,,,,,74.0,,,,,9
260070,Unit Test,Chapter 1 Test,1.0,Biology,83,PCMB,2025,,,,,,,,,59.0,27.0,,,7
260070,Mid Term,Term,1.0,All,74,PCMB,2025,37.0,Kannada,57.0,49.0,19.0,24.0,23.0,66.0,37.0,28.0,,,10
260070,JUT,Term,1.0,All,97,PCMB,2025,91.0,Hindi,71.0,27.0,20.0,31.0,30.0,81.0,43.0,16.0,,,6
260070,JFT,Term,1.0,All,80,PCMB,2025,42.0,Sanskrit,99.0,44.0,26.0,43.0,19.0,58.0,55.0,22.0,,,9
260070,Final Exam,Annual,1.0,All,98,PCMB,2025,50.0,Kannada,67.0,28.0,15.0,44.0,25.0,91.0,29.0,22.0,,,9
260071,Unit Test,Chapter 1 Test,1.0,English,75,PCMC,2025,53.0,,,,,,,,,,,,10
260071,Unit Test,Chapter 1 Test,1.0,Language,79,PCMC,2025,,Sanskrit,68.0,,,,,,,,,,10
260071,Unit Test,Chapter 1 Test,1.0,Physics,75,PCMC,2025,,,,34.0,21.0,,,,,,,,8
260071,Unit Test,Chapter 1 Test,1.0,Chemistry,76,PCMC,2025,,,,,,24.0,23.0,,,,,,9
260071,Unit Test,Chapter 1 Test,1.0,Maths,95,PCMC,2025,,,,,,,,95.0,,,,,7
260071,Unit Test,Chapter 1 Test,1.0,Computer Science,88,PCMC,2025,,,,,,,,,,,49.0,27.0,7
260071,Mid Term,Term,1.0,All,89,PCMC,2025,56.0,Kannada,91.0,60.0,28.0,70.0,16.0,43.0,,,24.0,22.0,7
260071,JUT,Term,1.0,All,88,PCMC,2025,47.0,Sanskrit,45.0,28.0,25.0,67.0,17.0,40.0,,,47.0,26.0,6
260071,JFT,Term,1.0,All,76,PCMC,2025,92.0,Kannada,84.0,24.0,30.0,50.0,16.0,45.0,,,43.0,26.0,8
260071,Final Exam,Annual,1.0,All,92,PCMC,2025,47.0,Sanskrit,97.0,70.0,24.0,61.0,16.0,38.0,,,41.0,19.0,10
260072,Unit Test,Chapter 1 Test,1.0,English,97,PCMB,2025,54.0,,,,,,,,,,,,7
260072,Unit Test,Chapter 1 Test,1.0,Language,98,PCMB,2025,,Kannada,39.0,,,,,,,,,,8
260072,Unit Test,Chapter 1 Test,1.0,Physics,91,PCMB,2025,,,,29.0,21.0,,,,,,,,10
260072,Unit Test,Chapter 1 Test,1.0,Chemistry,90,PCMB,2025,,,,,,39.0,16.0,,,,,,9
260072,Unit Test,Chapter 1 Test,1.0,Maths,86,PCMB,2025,,,,,,,,44.0,,,,,6
260072,Unit Test,Chapter 1 Test,1.0,Biology,85,PCMB,2025,,,,,,,,,43.0,21.0,,,7
260072,Mid Term,Term,1.0,All,100,PCMB,2025,64.0,Kannada,91.0,47.0,30.0,66.0,30.0,43.0,50.0,15.0,,,9
260072,JUT,Term,1.0,All,80,PCMB,2025,95.0,Hindi,81.0,54.0,29.0,60.0,27.0,57.0,69.0,22.0,,,10
260072,JFT,Term,1.0,All,82,PCMB,2025,89.0,Hindi,91.0,61.0,28.0,70.0,15.0,93.0,59.0,29.0,,,5
260072,Final Exam,Annual,1.0,All,89,PCMB,2025,39.0,Sanskrit,37.0,56.0,30.0,26.0,30.0,37.0,62.0,29.0,,,9
260073,Unit Test,Chapter 1 Test,1.0,English,91,PCMC,2025,81.0,,,,,,,,,,,,6
260073,Unit Test,Chapter 1 Test,1.0,Language,87,PCMC,2025,,Hindi,99.0,,,,,,,,,,10
260073,Unit Test,Chapter 1 Test,1.0,Physics,97,PCMC,2025,,,,25.0,18.0,,,,,,,,6
260073,Unit Test,Chapter 1 Test,1.0,Chemistry,76,PCMC,2025,,,,,,39.0,27.0,,,,,,6
260073,Unit Test,Chapter 1 Test,1.0,Maths,85,PCMC,2025,,,,,,,,45.0,,,,,9
260073,Unit Test,Chapter 1 Test,1.0,Computer Science,79,PCMC,2025,,,,,,,,,,,55.0,28.0,8
260073,Mid Term,Term,1.0,All,87,PCMC,2025,39.0,Kannada,83.0,40.0,21.0,43.0,30.0,67.0,,,50.0,27.0,9
260073,JUT,Term,1.0,All,76,PCMC,2025,39.0,Hindi,81.0,43.0,22.0,47.0,20.0,74.0,,,58.0,25.0,6
260073,JFT,Term,1.0,All,95,PCMC,2025,98.0,Hindi,75.0,57.0,28.0,50.0,17.0,92.0,,,43.0,23.0,10
260073,Final Exam,Annual,1.0,All,91,PCMC,2025,47.0,Sanskrit,66.0,49.0,16.0,55.0,22.0,97.0,,,62.0,15.0,6
260074,Unit Test,Chapter 1 Test,1.0,English,89,PCMB,2025,74.0,,,,,,,,,,,,7
260074,Unit Test,Chapter 1 Test,1.0,Language,87,PCMB,2025,,Sanskrit,57.0,,,,,,,,,,8
260074,Unit Test,Chapter 1 Test,1.0,Physics,84,PCMB,2025,,,,68.0,27.0,,,,,,,,7
260074,Unit Test,Chapter 1 Test,1.0,Chemistry,88,PCMB,2025,,,,,,61.0,16.0,,,,,,6
260074,Unit Test,Chapter 1 Test,1.0,Maths,78,PCMB,2025,,,,,,,,42.0,,,,,8
260074,Unit Test,Chapter 1 Test,1.0,Biology,83,PCMB,2025,,,,,,,,,55.0,15.0,,,7
260074,Mid Term,Term,1.0,All,88,PCMB,2025,63.0,Hindi,41.0,46.0,22.0,59.0,30.0,71.0,51.0,22.0,,,9
260074,JUT,Term,1.0,All,76,PCMB,2025,74.0,Sanskrit,49.0,42.0,24.0,40.0,16.0,83.0,29.0,16.0,,,7
260074,JFT,Term,1.0,All,93,PCMB,2025,83.0,Kannada,60.0,33.0,23.0,37.0,16.0,82.0,64.0,21.0,,,9
260074,Final Exam,Annual,1.0,All,73,PCMB,2025,95.0,Hindi,82.0,69.0,19.0,39.0,19.0,50.0,37.0,16.0,,,5
260075,Unit Test,Chapter 1 Test,1.0,English,99,PCMC,2025,60.0,,,,,,,,,,,,8
260075,Unit Test,Chapter 1 Test,1.0,Language,79,PCMC,2025,,Sanskrit,88.0,,,,,,,,,,8
260075,Unit Test,Chapter 1 Test,1.0,Physics,94,PCMC,2025,,,,50.0,15.0,,,,,,,,9
260075,Unit Test,Chapter 1 Test,1.0,Chemistry,89,PCMC,2025,,,,,,68.0,21.0,,,,,,10
260075,Unit Test,Chapter 1 Test,1.0,Maths,96,PCMC,2025,,,,,,,,41.0,,,,,9
260075,Unit Test,Chapter 1 Test,1.0,Computer Science,100,PCMC,2025,,,,,,,,,,,36.0,16.0,10
260075,Mid Term,Term,1.0,All,89,PCMC,2025,91.0,Hindi,61.0,58.0,22.0,45.0,19.0,48.0,,,38.0,27.0,8
260075,JUT,Term,1.0,All,70,PCMC,2025,97.0,Sanskrit,88.0,37.0,21.0,54.0,17.0,35.0,,,27.0,22.0,9
260075,JFT,Term,1.0,All,75,PCMC,2025,88.0,Sanskrit,79.0,45.0,26.0,65.0,30.0,47.0,,,68.0,28.0,8
